iter	RMSE
198	0.04569515507
199	0.04560985276
200	0.04548231577
201	0.0453856363
202	0.04535195598
203	0.04528726436
204	0.04522673314
205	0.04519221212
206	0.04510934637
207	0.04507161519
208	0.04504199888
209	0.04494597397
210	0.04488043235
211	0.04483324033
212	0.04475919465
213	0.0446869129
214	0.04457967013
215	0.04450664424
216	0.04439393792
217	0.04428381319
218	0.04418333117
219	0.04416117042
220	0.04411468546
221	0.04401379043
222	0.04397526905
223	0.04390431316
224	0.04383273349
225	0.04378622538
226	0.04371692274
227	0.04361414487
228	0.04353232998
229	0.04346945713
230	0.04344957792
231	0.04338087124
232	0.04332659544
233	0.04327490756
234	0.04322188411
235	0.04316232875
236	0.04309863981
237	0.04307683681
238	0.04301336304
239	0.04296170629
240	0.04293178885
241	0.04286637388
242	0.04280250387
243	0.04273969687
244	0.04271260042
245	0.04267806896
246	0.04258882696
247	0.04251854898
248	0.04242410391
249	0.04237029958
250	0.04232921517
251	0.04225263106
252	0.04221444853
253	0.04215397073
254	0.04209810184
255	0.04203316827
256	0.04201823911
257	0.04200098833
258	0.04195940312
259	0.04190668585
260	0.04185581651
261	0.04184361819
262	0.04182030697
263	0.04174420914
264	0.04171232471
265	0.04166226281
266	0.04163485233
267	0.04162156556
268	0.04152901939
269	0.04150486252
270	0.04146041701
271	0.04141816052
272	0.04136269946
273	0.04130220014
274	0.0412338574
275	0.04117250902
276	0.04114819769
277	0.04112161945
278	0.04105391607
279	0.04099926706
280	0.04095366587
281	0.04090367662
282	0.04088144717
283	0.04084481892
284	0.04077771682
285	0.04072287142
286	0.04064507515
287	0.04063367855
288	0.04059781588
289	0.04058593983
290	0.04054862771
291	0.04049892066
292	0.04043170259
293	0.0403592144
294	0.04031497595
295	0.04025341169
296	0.04021173194
297	0.04012121895
298	0.04003998496
299	0.04001010855
300	0.03996663785
301	0.03992796419
302	0.03990739721
303	0.03985201039
304	0.03980470173
305	0.03975841788
306	0.03975325312
307	0.03971340936
308	0.0396606427
309	0.0395653329
310	0.0394745352
311	0.0394485861
312	0.03941815385
313	0.03937738734
314	0.03937041012
315	0.03933173295
316	0.03931415693
317	0.03926853137
318	0.03924496155
319	0.03923611512
320	0.0392166115
321	0.03916935536
322	0.03912287961
323	0.03911701094
324	0.03903499293
325	0.03899699737
326	0.03895928259
327	0.03895094027
328	0.03894333081
329	0.03886323678
330	0.03881411754
331	0.03878017493
332	0.03872106077
333	0.03870468548
334	0.03867027953
335	0.03858141798
336	0.03856069052
337	0.03850557664
338	0.03847392235
339	0.03842674192
340	0.03840855757
341	0.03840013119
342	0.03832040397
343	0.03829973634
344	0.03823010332
345	0.0381430522
346	0.03813543713
347	0.03808163576
348	0.0380370919
349	0.03800700836
350	0.0379315896
351	0.03784351297
352	0.03776904584
353	0.0377314395
354	0.0377171792
355	0.03764291155
356	0.03755233036
357	0.03748085729
358	0.0374413191
359	0.03738599435
360	0.03732012483
361	0.03729291031
362	0.03721554229
363	0.03719257152
364	0.0371579669
365	0.03708760362
366	0.03701960121
367	0.03698221791
368	0.03694628741
369	0.03694172333
370	0.03689706764
371	0.03685426386
372	0.03681199281
373	0.03674044081
374	0.03672871819
375	0.03667641381
376	0.03663151644
377	0.03656684228
378	0.03651672099
379	0.03646246965
380	0.03638429729
381	0.03633927847
382	0.03629710563
383	0.03624819285
384	0.03624429241
385	0.03620585588
386	0.03619437429
387	0.03614603338
388	0.03607290808
389	0.03604510783
390	0.03600223134
391	0.03596706635
392	0.03592639293
393	0.03589055618
394	0.03588486533
395	0.03588195832
396	0.03577674937
397	0.03571360604
398	0.03567852123
399	0.03563045462
400	0.03562107146
401	0.03555003424
402	0.03551629692
403	0.03549158311
404	0.03548288344
405	0.03542220262
406	0.03536521555
407	0.03532015042
408	0.03524209717
409	0.0351600933
410	0.03513713145
411	0.03507257359
412	0.03498645998
413	0.03497915228
414	0.03495668345
415	0.03493525226
416	0.03489405511
417	0.03485929
418	0.03484042015
419	0.03481836968
420	0.0347591797
421	0.03473696598
422	0.03467571065
423	0.03466493558
424	0.03459869026
425	0.03452983173
426	0.03452347781
427	0.03447824642
428	0.03440914074
429	0.03433353185
430	0.03430047756
431	0.03427955905
432	0.03422545648
433	0.03419822946
434	0.03416512882
435	0.03412312585
436	0.03408458438
437	0.03406872077
438	0.03401901416
439	0.03399177235
440	0.03391102837
441	0.03384759367
442	0.03377626947
443	0.03374467081
444	0.03371299063
445	0.03368512117
446	0.03366007863
447	0.03363320482
448	0.03356909055
449	0.03350598281
450	0.03348728324
451	0.03345388669
452	0.03339475453
453	0.03335109469
454	0.03324926497
455	0.03323994448
456	0.03316477876
457	0.03313711031
458	0.03307508408
459	0.0330330029
460	0.03297414267
461	0.0329248585
462	0.03286972814
463	0.03280343004
464	0.03278502974
465	0.03274813363
466	0.03270717237
467	0.03265897299
468	0.03262911041
469	0.03259369501
470	0.03253343028
471	0.03252248367
472	0.03248597777
473	0.03244725775
474	0.03242379099
475	0.03237748698
476	0.03235980027
477	0.03232143148
478	0.03225419699
479	0.03220067122
480	0.03215157799
481	0.03214824165
482	0.03213040414
483	0.03208460676
484	0.03205160945
485	0.03195687351
486	0.03193169585
487	0.03190389807
488	0.03183854137
489	0.03179698247
490	0.03175516995
491	0.03172562702
492	0.03168026798
493	0.03155754438
494	0.03151835921
495	0.0314520509
496	0.03139875629
497	0.03135738763
498	0.0313253618
499	0.03129129453
500	0.03124530196
501	0.03122562887
502	0.03113233254
503	0.03107916998
504	0.03099686155
505	0.03095558518
506	0.0309329862
507	0.03089712912
508	0.03084187886
509	0.03078524821
510	0.03071281405
511	0.03067539537
512	0.0306535967
513	0.0305771454
514	0.0305476628
515	0.03050841256
516	0.03042429705
517	0.03035679229
518	0.030316293
519	0.03025616381
520	0.03024265444
521	0.03019968154
522	0.03018387274
523	0.03016112917
524	0.03011897345
525	0.03006572494
526	0.03002711558
527	0.0300200817
528	0.02999606573
529	0.02997621797
530	0.02997453144
531	0.02989604402
532	0.02985968532
533	0.02978536023
534	0.02978390714
535	0.02978111754
536	0.02972543531
537	0.02969929845
538	0.02964032043
539	0.02960508225
540	0.02957062348
541	0.02952765143
542	0.02951027311
543	0.02948211227
544	0.02944513745
545	0.0293764194
546	0.02935302342
547	0.02933066472
548	0.02930760367
549	0.02925226092
550	0.02922887312
551	0.02919835428
552	0.02916833668
553	0.02911975315
554	0.02910533709
555	0.02908731416
556	0.02902083052
557	0.02901182037
558	0.02897772917
559	0.0289145761
560	0.02889070151
561	0.02885170229
562	0.0288490815
563	0.02881326444
564	0.02880723655
565	0.0287685451
566	0.02874879515
567	0.02867299784
568	0.02864814308
569	0.02863749088
570	0.02858549217
571	0.0285333435
572	0.02850428355
573	0.02848833265
574	0.02847156831
575	0.02843435611
576	0.02841143087
577	0.02837118742
578	0.02836316105
579	0.02834952462
580	0.02831659436
581	0.02827793622
582	0.02827274203
583	0.02824000569
584	0.02822371704
585	0.02818929919
586	0.02814746105
587	0.02813390851
588	0.02805860982
589	0.02802845137
590	0.02801675579
591	0.02798845333
592	0.027950737
593	0.02793671938
594	0.02793035506
595	0.02791395212
596	0.02790581044
597	0.02788190794
598	0.02784162554
599	0.02781978944
600	0.02779390308
601	0.02778478301
602	0.02775358511
603	0.02771370771
604	0.02771018898
605	0.02769879893
606	0.02768794338
607	0.02765217915
608	0.027650279
609	0.02764743662
610	0.02764146893
611	0.02762214307
612	0.02758688774
613	0.02756787856
614	0.02753780135
615	0.02744180451
616	0.02743792256
617	0.02742509371
618	0.0274127113
619	0.02736536145
620	0.02731077292
621	0.02730963275
622	0.0272858923
623	0.02728440281
624	0.02726119029
625	0.0272484192
626	0.02718451595
627	0.027183607
628	0.02713465218
629	0.02712318957
630	0.02711861478
631	0.02708997284
632	0.02705223061
633	0.0270457541
634	0.0270336879
635	0.0270219999
636	0.0270093652
637	0.02696207822
638	0.02694302483
639	0.02691759445
640	0.02688722322
641	0.02683680274
642	0.0268277932
643	0.02682447595
644	0.02680004232
645	0.02679081557
646	0.02674253789
647	0.02668065243
648	0.02666838948
649	0.02665754085
650	0.02663618364
651	0.02662054785
652	0.02658550185
653	0.02657500534
654	0.02653684176
655	0.02646700403
656	0.02646475114
657	0.02642817876
658	0.02638196699
659	0.02633525123
660	0.0262778884
661	0.02627457962
662	0.02621741594
663	0.02619960973
664	0.02619689931
665	0.02617048363
666	0.02611634688
667	0.02609716464
668	0.02605951091
669	0.02600571401
670	0.02599951138
671	0.02595745165
672	0.02588723185
673	0.02584744372
674	0.0258368993
675	0.0258223059
676	0.02578352407
677	0.02576478272
678	0.02569947944
679	0.02568748175
680	0.02567919142
681	0.02564271113
682	0.02563383614
683	0.02558872933
684	0.02553990392
685	0.02552082031
686	0.02551109896
687	0.02550320585
688	0.02543454495
689	0.02541201699
690	0.02538303087
691	0.02536833316
692	0.02533764572
693	0.02531198036
694	0.02526273773
695	0.02522080744
696	0.02517087018
697	0.02513473277
698	0.02507413226
699	0.02503136746
700	0.02499683311
701	0.02495039161
702	0.02493521494
703	0.02490382724
704	0.02485639596
705	0.0248360626
706	0.02477225389
707	0.02469959481
708	0.02466894414
709	0.02466113269
710	0.02459189045
711	0.02457174378
712	0.02454342441
713	0.02450174845
714	0.02448320826
715	0.02444752125
716	0.02442423525
717	0.02437857446
718	0.02436282821
719	0.02435371668
720	0.02429261107
721	0.02427153914
722	0.02425281826
723	0.02422556334
724	0.02421204502
725	0.0241686547
726	0.02413509655
727	0.02411722459
728	0.0241100254
729	0.02409300452
730	0.02405094229
731	0.02403542
732	0.02402747985
733	0.02400098872
734	0.02394314531
735	0.02393350373
736	0.02390776666
737	0.02387973295
738	0.02383815812
739	0.02379636097
740	0.02378547566
741	0.02378111046
742	0.0237428436
743	0.02373586017
744	0.02371484619
745	0.02367955964
746	0.02366382215
747	0.02364982148
748	0.02360130471
749	0.02356062325
750	0.02353731742
751	0.02349801085
752	0.02346880179
753	0.02344991803
754	0.02342384903
755	0.02341649387
756	0.02339231974
757	0.02338556933
758	0.02336106331
759	0.02333624739
760	0.02331749116
761	0.02330863698
762	0.02326546258
763	0.02322887758
764	0.02322469266
765	0.02318707659
766	0.02317644736
767	0.02313737641
768	0.02312005006
769	0.02309097757
770	0.02308208865
771	0.02306438885
772	0.02302013366
773	0.02301354566
774	0.02300671345
775	0.02298561623
776	0.02297058021
777	0.02296421116
778	0.02295965175
779	0.02295034146
780	0.02291783869
781	0.02287540291
782	0.02284294543
783	0.02283210973
784	0.022791711
785	0.02278397269
786	0.02273974633
787	0.02271867439
788	0.02268309635
789	0.02266597585
790	0.02266148833
791	0.02264410782
792	0.02262797735
793	0.02260367908
794	0.02258126917
795	0.0225512728
796	0.02253219143
797	0.02249575789
798	0.02247735473
799	0.02245678772
800	0.02243373777
801	0.02241648709
802	0.02237878867
803	0.02232036615
804	0.02230419734
805	0.02229028306
806	0.02227124151
807	0.02225083056
808	0.02221453794
809	0.02219728178
810	0.02219278094
811	0.02214869508
812	0.02211793829
813	0.0220668969
814	0.02205907345
815	0.02204325241
816	0.02202845718
817	0.02200183425
818	0.02199575219
819	0.02198939086
820	0.02196783674
821	0.02192356776
822	0.02189902903
823	0.02186589541
824	0.0218327021
825	0.02181485611
826	0.02176611281
827	0.02173156615
828	0.02170584159
829	0.02166342882
830	0.02165778334
831	0.02162960738
832	0.02159373915
833	0.02156337102
834	0.02153796567
835	0.02152658717
836	0.02151076085
837	0.02146445415
838	0.02140403581
839	0.0213797041
840	0.02134954333
841	0.0213190598
842	0.02127983317
843	0.02127025239
844	0.02123884811
845	0.02122956993
846	0.02120462215
847	0.02117177531
848	0.02113492529
849	0.021118484
850	0.02110485462
851	0.02109580945
852	0.02105022234
853	0.02103242404
854	0.02098942168
855	0.02096330704
856	0.02095130055
857	0.02094951482
858	0.02092111835
859	0.02091292336
860	0.02090077208
861	0.02088427796
862	0.02086771096
863	0.02084058502
864	0.020830854
865	0.02082626525
866	0.02080730597
867	0.0207982529
868	0.02078536292
869	0.02078426007
870	0.02076969579
871	0.02074913298
872	0.02074597847
873	0.02072356053
874	0.02068854214
875	0.02064022237
876	0.02062403082
877	0.02061461349
878	0.02059997435
879	0.0205473491
880	0.02052501884
881	0.02052398911
882	0.02051893968
883	0.02051274025
884	0.02048268059
885	0.0204777662
886	0.02046147449
887	0.02043454827
888	0.02040358372
889	0.02038241107
890	0.02037956115
891	0.02037336204
892	0.02035965476
893	0.02035518403
894	0.02033227912
895	0.02030625695
896	0.02028659084
897	0.02025500522
898	0.02024689767
899	0.02021812195
900	0.02019425056
901	0.02017500471
902	0.0201555332
903	0.02013056053
904	0.02012384393
905	0.02008367622
906	0.02005789175
907	0.02002877701
908	0.02002022838
909	0.01999733714
910	0.0199868844
911	0.01996737658
912	0.01996422583
913	0.01995968591
914	0.01993400502
915	0.01993171801
916	0.01988859898
917	0.01987769738
918	0.01984250615
919	0.01983977588
920	0.01982392025
921	0.01982294431
922	0.01980279734
923	0.01980198019
924	0.01978101491
925	0.01975407662
926	0.01973346443
927	0.01972051177
928	0.01971440628
929	0.01969894377
930	0.01966900708
931	0.01963090515
932	0.01963004561
933	0.01961671016
934	0.01960579126
935	0.01957192821
936	0.01954760468
937	0.01954141078
938	0.01953373945
939	0.01951824459
940	0.01948474496
941	0.0194536792
942	0.01941802899
943	0.01940033651
944	0.01937663398
945	0.01934851839
946	0.01933075828
947	0.01930750397
948	0.01930263417
949	0.01928834328
950	0.01928132222
951	0.01925963558
952	0.01925670601
953	0.01923746578
954	0.01920896292
955	0.01917160997
956	0.01914911524
957	0.01912053201
958	0.01909705272
959	0.01907281394
960	0.0190650359
961	0.01905513854
962	0.01904736412
963	0.0190158455
964	0.01898075085
965	0.01896571212
966	0.01894294965
967	0.01893819602
968	0.01890873916
969	0.01890575265
970	0.0188746575
971	0.01885878275
972	0.01885269297
973	0.01884724477
974	0.01881567423
975	0.01879507834
976	0.01879284729
977	0.01878795881
978	0.01876523502
979	0.01873674787
980	0.01870540336
981	0.0186888613
982	0.01868356827
983	0.01867711762
984	0.01866799354
985	0.01866228587
986	0.01864192834
987	0.01859908644
988	0.01858331906
989	0.01854828364
990	0.01853481855
991	0.01852847555
992	0.01850156119
993	0.01847451241
994	0.01846560243
995	0.01843573381
996	0.01842684691
997	0.01840655381
998	0.01840008495
999	0.01835525869
